Freq_adel,PSD_adel,Filename_adel,Freq_atr,PSD_atr,Filename_atr
162.0562098,3.43E-06,arepas_recto,159.2296365,3.71E-06,arepas_recto
166.0088002,2.98E-06,arepas_recto,163.1132861,4.19E-06,arepas_recto
169.9613907,3.88E-06,arepas_recto,166.9969358,4.17E-06,arepas_recto
173.9139812,2.94E-06,arepas_recto,170.8805855,4.04E-06,arepas_recto
177.8665717,2.31E-06,arepas_recto,174.7642351,4.45E-06,arepas_recto
181.8191622,1.87E-06,arepas_recto,178.6478848,5.26E-06,arepas_recto
185.7717526,1.77E-06,arepas_recto,182.5315345,6.82E-06,arepas_recto
189.7243431,1.59E-06,arepas_recto,186.4151842,8.02E-06,arepas_recto
193.6769336,1.56E-06,arepas_recto,190.2988338,1.05E-05,arepas_recto
197.6295241,1.43E-06,arepas_recto,194.1824835,9.19E-06,arepas_recto
201.5821146,1.28E-06,arepas_recto,198.0661332,6.31E-06,arepas_recto
205.5347051,1.36E-06,arepas_recto,201.9497828,5.62E-06,arepas_recto
209.4872955,1.32E-06,arepas_recto,205.8334325,5.47E-06,arepas_recto
213.439886,1.60E-06,arepas_recto,209.7170822,3.87E-06,arepas_recto
217.3924765,2.05E-06,arepas_recto,213.6007318,2.90E-06,arepas_recto
221.345067,2.14E-06,arepas_recto,217.4843815,2.37E-06,arepas_recto
225.2976575,1.59E-06,arepas_recto,221.3680312,1.74E-06,arepas_recto
229.2502479,1.43E-06,arepas_recto,225.2516808,1.50E-06,arepas_recto
233.2028384,1.37E-06,arepas_recto,229.1353305,1.36E-06,arepas_recto
237.1554289,1.23E-06,arepas_recto,233.0189802,1.35E-06,arepas_recto
241.1080194,1.20E-06,arepas_recto,236.9026299,1.30E-06,arepas_recto
245.0606099,1.16E-06,arepas_recto,240.7862795,1.31E-06,arepas_recto
0,3.95E-20,arepas_recto,0,2.06E-20,arepas_recto
3.952590482,0.000750236,arepas_recto,3.88364967,0.000458481,arepas_recto
7.905180964,0.000412662,arepas_recto,7.76729934,0.000323142,arepas_recto
11.85777145,0.000232712,arepas_recto,11.65094901,0.000342173,arepas_recto
15.81036193,0.000139777,arepas_recto,15.53459868,0.00028419,arepas_recto
19.76295241,8.36E-05,arepas_recto,19.41824835,0.000145069,arepas_recto
23.71554289,0.000111379,arepas_recto,23.30189802,8.23E-05,arepas_recto
27.66813337,9.60E-05,arepas_recto,27.18554769,5.40E-05,arepas_recto
31.62072386,7.71E-05,arepas_recto,31.06919736,2.95E-05,arepas_recto
35.57331434,6.75E-05,arepas_recto,34.95284703,1.95E-05,arepas_recto
39.52590482,6.54E-05,arepas_recto,38.8364967,1.28E-05,arepas_recto
43.4784953,5.33E-05,arepas_recto,42.72014637,1.11E-05,arepas_recto
47.43108578,3.53E-05,arepas_recto,46.60379604,1.05E-05,arepas_recto
51.38367626,2.36E-05,arepas_recto,50.48744571,1.36E-05,arepas_recto
55.33626675,1.94E-05,arepas_recto,54.37109538,2.21E-05,arepas_recto
59.28885723,1.80E-05,arepas_recto,58.25474505,6.81E-05,arepas_recto
63.24144771,1.86E-05,arepas_recto,62.13839472,0.000270807,arepas_recto
67.19403819,2.29E-05,arepas_recto,66.02204439,0.000367383,arepas_recto
71.14662867,3.72E-05,arepas_recto,69.90569406,0.000216295,arepas_recto
75.09921916,6.31E-05,arepas_recto,73.78934373,0.000108344,arepas_recto
79.05180964,0.000141958,arepas_recto,77.6729934,7.35E-05,arepas_recto
83.00440012,0.000181827,arepas_recto,81.55664307,6.64E-05,arepas_recto
86.9569906,0.000157689,arepas_recto,85.44029274,3.63E-05,arepas_recto
90.90958108,0.000122149,arepas_recto,89.32394241,1.96E-05,arepas_recto
